Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9
Dengue,mild bleeding,severe headache,nausea,pain behind the eyes,muscle pain,vomiting,skin rash,joint pain,
Dengue,skin rash,nausea,mild bleeding,pain behind the eyes,high fever,joint pain,muscle pain,vomiting,severe headache
Dengue,pain behind the eyes,muscle pain,nausea,mild bleeding,severe headache,,,,
Dengue,pain behind the eyes,high fever,muscle pain,skin rash,severe headache,mild bleeding,,,
Dengue,joint pain,skin rash,mild bleeding,vomiting,pain behind the eyes,high fever,severe headache,muscle pain,
Dengue,joint pain,muscle pain,skin rash,high fever,mild bleeding,vomiting,severe headache,pain behind the eyes,nausea
Dengue,pain behind the eyes,nausea,vomiting,skin rash,severe headache,joint pain,high fever,mild bleeding,muscle pain
Dengue,mild bleeding,muscle pain,skin rash,vomiting,joint pain,severe headache,high fever,pain behind the eyes,
Dengue,vomiting,nausea,severe headache,pain behind the eyes,mild bleeding,skin rash,muscle pain,joint pain,high fever
Dengue,nausea,joint pain,high fever,severe headache,pain behind the eyes,,,,
Dengue,vomiting,pain behind the eyes,nausea,severe headache,skin rash,muscle pain,,,
Dengue,high fever,muscle pain,joint pain,mild bleeding,vomiting,severe headache,,,
Dengue,high fever,muscle pain,mild bleeding,severe headache,skin rash,pain behind the eyes,nausea,vomiting,joint pain
Dengue,mild bleeding,pain behind the eyes,muscle pain,nausea,high fever,vomiting,severe headache,skin rash,joint pain
Dengue,nausea,joint pain,skin rash,mild bleeding,pain behind the eyes,vomiting,high fever,severe headache,
Dengue,skin rash,nausea,severe headache,pain behind the eyes,high fever,,,,
Dengue,mild bleeding,nausea,muscle pain,pain behind the eyes,severe headache,,,,
Dengue,skin rash,pain behind the eyes,muscle pain,vomiting,mild bleeding,severe headache,,,
Dengue,joint pain,severe headache,vomiting,skin rash,high fever,pain behind the eyes,,,
Dengue,severe headache,nausea,high fever,muscle pain,skin rash,vomiting,joint pain,mild bleeding,
Dengue,pain behind the eyes,vomiting,nausea,mild bleeding,severe headache,high fever,,,
Dengue,mild bleeding,nausea,vomiting,severe headache,high fever,muscle pain,pain behind the eyes,joint pain,skin rash
Dengue,nausea,muscle pain,mild bleeding,joint pain,,,,,
Dengue,vomiting,high fever,mild bleeding,joint pain,,,,,
Dengue,pain behind the eyes,high fever,severe headache,muscle pain,skin rash,,,,
Dengue,pain behind the eyes,vomiting,muscle pain,nausea,,,,,
Dengue,muscle pain,mild bleeding,pain behind the eyes,vomiting,joint pain,high fever,severe headache,nausea,
Dengue,mild bleeding,pain behind the eyes,severe headache,muscle pain,nausea,joint pain,vomiting,high fever,
Dengue,high fever,pain behind the eyes,severe headache,vomiting,skin rash,joint pain,muscle pain,nausea,mild bleeding
Dengue,high fever,pain behind the eyes,muscle pain,severe headache,nausea,skin rash,,,
Dengue,high fever,skin rash,nausea,severe headache,muscle pain,joint pain,,,
Dengue,vomiting,mild bleeding,nausea,joint pain,pain behind the eyes,,,,
Dengue,joint pain,skin rash,pain behind the eyes,mild bleeding,high fever,nausea,severe headache,,
Dengue,pain behind the eyes,mild bleeding,vomiting,muscle pain,,,,,
Dengue,severe headache,pain behind the eyes,muscle pain,high fever,mild bleeding,skin rash,vomiting,nausea,
Dengue,skin rash,muscle pain,mild bleeding,severe headache,joint pain,nausea,high fever,pain behind the eyes,vomiting
Dengue,nausea,pain behind the eyes,skin rash,high fever,,,,,
Dengue,nausea,high fever,muscle pain,joint pain,vomiting,,,,
Dengue,nausea,mild bleeding,high fever,joint pain,severe headache,pain behind the eyes,skin rash,muscle pain,vomiting
Dengue,skin rash,nausea,high fever,mild bleeding,severe headache,joint pain,muscle pain,vomiting,
Dengue,nausea,high fever,joint pain,muscle pain,pain behind the eyes,severe headache,vomiting,skin rash,mild bleeding
Dengue,severe headache,pain behind the eyes,mild bleeding,high fever,skin rash,vomiting,joint pain,muscle pain,nausea
Dengue,high fever,joint pain,mild bleeding,pain behind the eyes,vomiting,nausea,muscle pain,skin rash,severe headache
Dengue,nausea,pain behind the eyes,severe headache,joint pain,mild bleeding,vomiting,skin rash,muscle pain,high fever
Dengue,high fever,vomiting,muscle pain,severe headache,pain behind the eyes,nausea,,,
Dengue,severe headache,high fever,muscle pain,skin rash,nausea,joint pain,vomiting,,
Dengue,nausea,vomiting,mild bleeding,pain behind the eyes,severe headache,high fever,muscle pain,,
Dengue,skin rash,pain behind the eyes,nausea,vomiting,mild bleeding,joint pain,severe headache,,
Dengue,muscle pain,high fever,severe headache,mild bleeding,vomiting,pain behind the eyes,joint pain,nausea,skin rash
Dengue,pain behind the eyes,mild bleeding,high fever,joint pain,skin rash,,,,
Dengue,nausea,pain behind the eyes,severe headache,high fever,muscle pain,joint pain,skin rash,mild bleeding,
Dengue,pain behind the eyes,vomiting,nausea,severe headache,joint pain,skin rash,high fever,,
Dengue,mild bleeding,high fever,joint pain,pain behind the eyes,nausea,vomiting,severe headache,,
Dengue,high fever,skin rash,mild bleeding,muscle pain,pain behind the eyes,joint pain,nausea,,
Dengue,nausea,mild bleeding,muscle pain,pain behind the eyes,severe headache,high fever,skin rash,joint pain,
Dengue,muscle pain,nausea,skin rash,severe headache,joint pain,pain behind the eyes,mild bleeding,vomiting,
Dengue,severe headache,mild bleeding,nausea,muscle pain,skin rash,,,,
Dengue,vomiting,skin rash,pain behind the eyes,mild bleeding,,,,,
Dengue,skin rash,nausea,joint pain,high fever,mild bleeding,vomiting,severe headache,,
Dengue,high fever,nausea,severe headache,pain behind the eyes,,,,,
Dengue,nausea,high fever,muscle pain,severe headache,joint pain,mild bleeding,,,
Dengue,skin rash,muscle pain,pain behind the eyes,severe headache,nausea,joint pain,vomiting,high fever,mild bleeding
Dengue,muscle pain,severe headache,skin rash,mild bleeding,pain behind the eyes,nausea,vomiting,high fever,joint pain
Dengue,high fever,muscle pain,joint pain,pain behind the eyes,mild bleeding,severe headache,skin rash,vomiting,nausea
Dengue,pain behind the eyes,mild bleeding,vomiting,nausea,,,,,
Dengue,high fever,skin rash,muscle pain,mild bleeding,,,,,
Dengue,muscle pain,vomiting,skin rash,pain behind the eyes,high fever,mild bleeding,joint pain,severe headache,nausea
Dengue,skin rash,high fever,joint pain,muscle pain,pain behind the eyes,mild bleeding,,,
Dengue,vomiting,skin rash,pain behind the eyes,severe headache,,,,,
Dengue,nausea,severe headache,high fever,pain behind the eyes,vomiting,mild bleeding,skin rash,joint pain,muscle pain
Dengue,muscle pain,nausea,pain behind the eyes,severe headache,skin rash,mild bleeding,vomiting,joint pain,
Dengue,mild bleeding,severe headache,vomiting,high fever,nausea,muscle pain,,,
Dengue,muscle pain,mild bleeding,high fever,skin rash,severe headache,,,,
Dengue,nausea,high fever,severe headache,mild bleeding,joint pain,skin rash,muscle pain,pain behind the eyes,
Dengue,vomiting,severe headache,joint pain,high fever,,,,,
Dengue,high fever,nausea,severe headache,pain behind the eyes,muscle pain,vomiting,,,
Dengue,mild bleeding,severe headache,vomiting,high fever,skin rash,joint pain,pain behind the eyes,nausea,
Dengue,pain behind the eyes,vomiting,muscle pain,mild bleeding,,,,,
Dengue,nausea,high fever,pain behind the eyes,severe headache,mild bleeding,joint pain,vomiting,skin rash,muscle pain
Dengue,muscle pain,severe headache,skin rash,mild bleeding,joint pain,pain behind the eyes,,,
Dengue,muscle pain,severe headache,skin rash,pain behind the eyes,nausea,,,,
Dengue,nausea,pain behind the eyes,muscle pain,mild bleeding,severe headache,,,,
Dengue,vomiting,skin rash,nausea,mild bleeding,pain behind the eyes,,,,
Dengue,skin rash,high fever,pain behind the eyes,muscle pain,nausea,vomiting,,,
Dengue,high fever,mild bleeding,muscle pain,joint pain,skin rash,nausea,severe headache,,
Dengue,pain behind the eyes,nausea,muscle pain,severe headache,joint pain,high fever,mild bleeding,skin rash,
Dengue,pain behind the eyes,high fever,nausea,joint pain,mild bleeding,vomiting,muscle pain,severe headache,
Dengue,skin rash,mild bleeding,vomiting,nausea,muscle pain,,,,
Dengue,skin rash,muscle pain,high fever,vomiting,severe headache,joint pain,,,
Dengue,nausea,mild bleeding,pain behind the eyes,severe headache,joint pain,,,,
Dengue,joint pain,high fever,pain behind the eyes,muscle pain,,,,,
Dengue,skin rash,pain behind the eyes,high fever,nausea,mild bleeding,joint pain,severe headache,muscle pain,
Dengue,severe headache,joint pain,vomiting,skin rash,mild bleeding,high fever,muscle pain,nausea,pain behind the eyes
Dengue,muscle pain,skin rash,vomiting,pain behind the eyes,mild bleeding,,,,
Dengue,vomiting,mild bleeding,severe headache,skin rash,,,,,
Dengue,severe headache,nausea,muscle pain,vomiting,mild bleeding,joint pain,skin rash,pain behind the eyes,high fever
Dengue,muscle pain,mild bleeding,vomiting,joint pain,skin rash,severe headache,pain behind the eyes,,
Dengue,severe headache,pain behind the eyes,muscle pain,mild bleeding,nausea,,,,
Dengue,vomiting,severe headache,skin rash,mild bleeding,muscle pain,joint pain,,,
Dengue,muscle pain,skin rash,severe headache,high fever,,,,,
Dengue,skin rash,nausea,pain behind the eyes,severe headache,mild bleeding,muscle pain,,,
Dengue,nausea,skin rash,mild bleeding,muscle pain,severe headache,joint pain,vomiting,high fever,pain behind the eyes
Dengue,muscle pain,pain behind the eyes,severe headache,high fever,nausea,,,,
Dengue,joint pain,pain behind the eyes,high fever,severe headache,muscle pain,mild bleeding,skin rash,nausea,vomiting
Dengue,joint pain,nausea,skin rash,mild bleeding,muscle pain,high fever,,,
Dengue,joint pain,skin rash,mild bleeding,muscle pain,severe headache,,,,
Dengue,skin rash,mild bleeding,nausea,high fever,muscle pain,severe headache,vomiting,pain behind the eyes,
Dengue,muscle pain,joint pain,skin rash,severe headache,,,,,
Dengue,vomiting,mild bleeding,joint pain,muscle pain,high fever,severe headache,nausea,,
Dengue,nausea,joint pain,pain behind the eyes,severe headache,muscle pain,high fever,skin rash,mild bleeding,
Dengue,pain behind the eyes,muscle pain,vomiting,nausea,joint pain,skin rash,high fever,mild bleeding,severe headache
Dengue,skin rash,vomiting,severe headache,mild bleeding,nausea,muscle pain,,,
Dengue,skin rash,joint pain,pain behind the eyes,muscle pain,severe headache,high fever,,,
Dengue,skin rash,vomiting,muscle pain,joint pain,severe headache,,,,
Dengue,vomiting,muscle pain,nausea,skin rash,pain behind the eyes,mild bleeding,,,
Dengue,skin rash,high fever,severe headache,nausea,muscle pain,joint pain,mild bleeding,,
Dengue,pain behind the eyes,muscle pain,severe headache,joint pain,high fever,vomiting,skin rash,nausea,
Dengue,muscle pain,severe headache,skin rash,joint pain,pain behind the eyes,high fever,nausea,mild bleeding,vomiting
Dengue,vomiting,mild bleeding,nausea,high fever,,,,,
Dengue,high fever,pain behind the eyes,joint pain,severe headache,skin rash,mild bleeding,muscle pain,vomiting,nausea
Dengue,high fever,mild bleeding,joint pain,pain behind the eyes,severe headache,nausea,muscle pain,vomiting,
Dengue,joint pain,mild bleeding,muscle pain,skin rash,high fever,vomiting,,,
Dengue,muscle pain,high fever,severe headache,nausea,vomiting,mild bleeding,pain behind the eyes,skin rash,joint pain
Dengue,pain behind the eyes,high fever,skin rash,joint pain,muscle pain,severe headache,vomiting,nausea,
Dengue,high fever,nausea,pain behind the eyes,vomiting,muscle pain,joint pain,mild bleeding,severe headache,
Dengue,skin rash,nausea,vomiting,severe headache,pain behind the eyes,muscle pain,mild bleeding,high fever,
Dengue,nausea,vomiting,joint pain,severe headache,high fever,,,,
Dengue,nausea,vomiting,pain behind the eyes,joint pain,severe headache,high fever,mild bleeding,,
Dengue,nausea,vomiting,joint pain,muscle pain,severe headache,skin rash,pain behind the eyes,,
Dengue,vomiting,severe headache,muscle pain,high fever,,,,,
Dengue,muscle pain,vomiting,skin rash,severe headache,high fever,joint pain,,,
Dengue,high fever,pain behind the eyes,vomiting,muscle pain,nausea,joint pain,,,
Dengue,high fever,pain behind the eyes,severe headache,vomiting,mild bleeding,nausea,muscle pain,skin rash,
Dengue,vomiting,muscle pain,skin rash,nausea,joint pain,high fever,pain behind the eyes,,
Dengue,vomiting,nausea,pain behind the eyes,severe headache,skin rash,mild bleeding,muscle pain,high fever,
Dengue,high fever,nausea,skin rash,severe headache,vomiting,pain behind the eyes,mild bleeding,joint pain,
Dengue,muscle pain,joint pain,high fever,vomiting,mild bleeding,,,,
Dengue,pain behind the eyes,vomiting,muscle pain,severe headache,high fever,skin rash,joint pain,,
Dengue,mild bleeding,joint pain,pain behind the eyes,high fever,muscle pain,skin rash,,,
Dengue,skin rash,mild bleeding,muscle pain,joint pain,,,,,
Dengue,severe headache,nausea,skin rash,joint pain,,,,,
Dengue,vomiting,joint pain,high fever,muscle pain,mild bleeding,severe headache,nausea,skin rash,pain behind the eyes
Dengue,nausea,severe headache,skin rash,mild bleeding,vomiting,high fever,joint pain,pain behind the eyes,muscle pain
Dengue,severe headache,nausea,high fever,skin rash,vomiting,mild bleeding,joint pain,pain behind the eyes,
Dengue,mild bleeding,pain behind the eyes,severe headache,joint pain,nausea,muscle pain,high fever,skin rash,
Dengue,nausea,muscle pain,skin rash,joint pain,pain behind the eyes,vomiting,,,
Dengue,mild bleeding,joint pain,nausea,high fever,muscle pain,,,,
Dengue,joint pain,skin rash,muscle pain,severe headache,nausea,mild bleeding,pain behind the eyes,high fever,vomiting
Dengue,skin rash,pain behind the eyes,muscle pain,high fever,severe headache,,,,
Dengue,nausea,mild bleeding,joint pain,skin rash,high fever,severe headache,,,
Dengue,skin rash,mild bleeding,pain behind the eyes,joint pain,severe headache,,,,
Dengue,vomiting,mild bleeding,nausea,muscle pain,joint pain,pain behind the eyes,,,
Dengue,skin rash,joint pain,vomiting,nausea,severe headache,mild bleeding,pain behind the eyes,muscle pain,
Dengue,skin rash,high fever,pain behind the eyes,joint pain,severe headache,,,,
Dengue,high fever,nausea,vomiting,joint pain,severe headache,pain behind the eyes,muscle pain,,
Dengue,muscle pain,severe headache,pain behind the eyes,joint pain,skin rash,vomiting,mild bleeding,,
Dengue,joint pain,mild bleeding,skin rash,severe headache,muscle pain,,,,
Dengue,pain behind the eyes,muscle pain,joint pain,severe headache,mild bleeding,high fever,,,
Dengue,pain behind the eyes,skin rash,vomiting,muscle pain,nausea,mild bleeding,high fever,joint pain,severe headache
Dengue,vomiting,pain behind the eyes,high fever,muscle pain,,,,,
Dengue,severe headache,skin rash,joint pain,muscle pain,,,,,
Dengue,skin rash,muscle pain,severe headache,joint pain,vomiting,high fever,mild bleeding,,
Dengue,muscle pain,severe headache,joint pain,vomiting,nausea,pain behind the eyes,mild bleeding,skin rash,high fever
Dengue,severe headache,joint pain,nausea,skin rash,muscle pain,pain behind the eyes,,,
Dengue,mild bleeding,skin rash,joint pain,severe headache,pain behind the eyes,nausea,muscle pain,high fever,
Dengue,skin rash,high fever,vomiting,joint pain,nausea,mild bleeding,severe headache,,
Dengue,nausea,vomiting,pain behind the eyes,severe headache,mild bleeding,,,,
Dengue,vomiting,nausea,severe headache,joint pain,pain behind the eyes,mild bleeding,muscle pain,skin rash,high fever
Dengue,mild bleeding,severe headache,muscle pain,nausea,high fever,joint pain,vomiting,skin rash,pain behind the eyes
Dengue,vomiting,high fever,skin rash,nausea,,,,,
Dengue,vomiting,pain behind the eyes,nausea,joint pain,skin rash,high fever,mild bleeding,severe headache,muscle pain
Dengue,high fever,severe headache,mild bleeding,skin rash,nausea,muscle pain,pain behind the eyes,,
Dengue,skin rash,mild bleeding,muscle pain,pain behind the eyes,high fever,vomiting,,,
Dengue,muscle pain,skin rash,nausea,joint pain,mild bleeding,pain behind the eyes,vomiting,high fever,
Dengue,vomiting,skin rash,high fever,pain behind the eyes,nausea,joint pain,muscle pain,,
Dengue,skin rash,joint pain,high fever,severe headache,nausea,mild bleeding,,,
Dengue,nausea,skin rash,mild bleeding,muscle pain,severe headache,pain behind the eyes,vomiting,,
